chinese,thai_meaning,category,hsk_level
测定,"วัด, กำหนด",,hsk6
浮,"ลอย, ล่อง",,hsk6
海军,กองทัพเรือ,,hsk6
海外,"ต่างประเทศ, นอกประเทศ",,hsk6
海底,"ใต้ทะเล, ก้นทะเล",,hsk6
海浪,คลื่นทะเล,,hsk6
海湾,"อ่าว, อ่าวเล็กๆ",,hsk6
涂抹,"ทา, ป้าย",,hsk6
消灭,"กำจัด, ทำลายล้าง",,hsk6
涉及,"เกี่ยวข้อง, เกี่ยวเนื่อง",,hsk6
淡水,น้ำจืด,,hsk6
深化,"ทำให้ลึกซึ้งขึ้น, เสริมสร้าง",,hsk6
深情厚谊,"ความสัมพันธ์อันลึกซึ้ง, มิตรภาพอันแน่นแฟ้น",,hsk6
深沉,"ลึกซึ้ง, หนักแน่น, เข้มข้น",,hsk6
深深,"อย่างลึกซึ้ง, อย่างมาก",,hsk6
混,"ปนเปื้อน, ผสม, ปะปน",,hsk6
混乱,"สับสน, วุ่นวาย, ยุ่งเหยิง",,hsk6
淹没,"ท่วม, จม, ท่วมท้น",,hsk6
添,"เพิ่ม, เติม, เสริม",,hsk6
清,"ใส, สะอาด, ชัดเจน",,hsk6
清明节,เทศกาลเช็งเม้ง,,hsk6
清洁工,"คนทำความสะอาด, ภารโรง",,hsk6
清澈,"ใส, กระจ่าง, ชัดเจน",,hsk6
清真,"ฮาลาล, อิสลาม",,hsk6
渡,"ข้าม, ข้ามฟาก, ผ่าน",,hsk6
渣,"กาก, เศษ, ขยะ",,hsk6
温带,เขตอบอุ่น,,hsk6
港口,"ท่าเรือ, ท่า",,hsk6
港湾,"อ่าว, ท่าเรือ",,hsk6
游人,นักท่องเที่ยว,,hsk6
游戏机,เครื่องเล่นเกม,,hsk6
游玩,"เที่ยว, ท่องเที่ยว, เล่นสนุก",,hsk6
游行,"เดินขบวน, การเดินขบวน",,hsk6
溪,"ลำธาร, ห้วย",,hsk6
滋长,"เติบโต, งอกงาม, แพร่กระจาย",,hsk6
滴,หยด,,hsk6
漂浮,"ลอย, ล่องลอย",,hsk6
演奏,"บรรเลง, เล่น (ดนตรี)",,hsk6
潜力,"ศักยภาพ, ความสามารถที่ซ่อนอยู่",,hsk6
激情,"ความเร่าร้อน, ความกระตือรือร้น, อารมณ์รุนแรง",,hsk6
濒临,"ใกล้จะ, จวนจะ, อยู่ในภาวะ",,hsk6
火箭,จรวด,,hsk6
灭,"ดับ, ทำให้ดับ, ทำให้หายไป",,hsk6
灵活,"คล่องแคล่ว, ว่องไว, ยืดหยุ่น",,hsk6
炒,"ผัด, ทอด",,hsk6
炒作,"ปั่นกระแส, โฆษณาชวนเชื่อ, ปั่นข่าว",,hsk6
炒股,เล่นหุ้น,,hsk6
炮,"ปืนใหญ่, พลุ",,hsk6
炸,"ทอด, ทอดกรอบ, ทอดน้ำมัน",,hsk6
炸弹,"ระเบิด, ลูกระเบิด",,hsk6
炸药,"วัตถุระเบิด, ดินระเบิด",,hsk6
烘,"อบ, ปิ้ง, ย่าง",,hsk6
烟花,"ดอกไม้ไฟ, พลุ",,hsk6
热水,น้ำร้อน,,hsk6
热水器,เครื่องทำน้ำอุ่น,,hsk6
热泪盈眶,"น้ำตาไหลพราก, ซาบซึ้งจนน้ำตาไหล",,hsk6
热线,"สายด่วน, ฮอตไลน์",,hsk6
烹饪,"การทำอาหาร, ปรุงอาหาร",,hsk6
照应,"สอดคล้อง, เข้ากัน, สนับสนุน",,hsk6
照样,"เหมือนเดิม, ตามปกติ",,hsk6
照耀,"ส่องสว่าง, ฉายแสง",,hsk6
煮,"ต้ม, เคี่ยว",,hsk6
熄灭,"ดับ, ทำให้ดับ",,hsk6
熨,"รีด, รีดผ้า",,hsk6
爆,"ระเบิด, แตกออก, ปะทุ",,hsk6
爆发,"ปะทุ, ระเบิด, เกิดขึ้นอย่างฉับพลัน",,hsk6
爆炸,"ระเบิด, การระเบิด",,hsk6
爱戴,"เคารพรัก, เทิดทูน",,hsk6
父女,พ่อลูกสาว,,hsk6
父子,พ่อลูกชาย,,hsk6
爽,"สดชื่น, สบายใจ, สนุกสนาน",,hsk6
片刻,"ครู่หนึ่ง, ชั่วขณะ",,hsk6
片断,"ส่วนหนึ่ง, ตอนหนึ่ง, ชิ้นส่วน",,hsk6
版本,"เวอร์ชัน, ฉบับ, รูปแบบ",,hsk6
牢,"คุก, กรง",,hsk6
物品,"สิ่งของ, วัตถุ",,hsk6
物美价廉,คุณภาพดีราคาถูก,,hsk6
特,"พิเศษ, เฉพาะ",,hsk6
特地,"โดยเฉพาะ, เป็นพิเศษ",,hsk6
特大,ใหญ่พิเศษ,,hsk6
特快,ด่วนพิเศษ,,hsk6
特意,"โดยเฉพาะ, ตั้งใจเป็นพิเศษ",,hsk6
牺牲,"เสียสละ, การเสียสละ",,hsk6
犬,"สุนัข, หมา",,hsk6
犯,"ทำผิด, กระทำผิด",,hsk6
犯罪,"อาชญากรรม, การก่ออาชญากรรม",,hsk6
犯规,"ทำผิดกติกา, ฟาวล์",,hsk6
狠,"โหดร้าย, รุนแรง, เยือกเย็น",,hsk6
狠心,"ใจแข็ง, ไร้ความปรานี",,hsk6
独裁,"เผด็จการ, การปกครองแบบเผด็จการ",,hsk6
猛,"ดุร้าย, รุนแรง, ฉับพลัน",,hsk6
王后,ราชินี,,hsk6
王子,เจ้าชาย,,hsk6
玩弄,"เล่นสนุก, ล้อเล่น, หยอกล้อ",,hsk6
珍稀,"หายาก, มีคุณค่า",,hsk6
珠宝,"อัญมณี, เพชรพลอย",,hsk6
球员,"นักกีฬา, ผู้เล่น",,hsk6
球拍,"ไม้ตี, ไม้แร็กเกต",,hsk6
球星,"ดารา, ซูเปอร์สตาร์ (กีฬา)",,hsk6
理,"เหตุผล, หลักการ, จัดการ",,hsk6
理智,"สติสัมปชัญญะ, เหตุผล",,hsk6
理财,"การบริหารการเงิน, การจัดการการเงิน",,hsk6
瓦解,"แตกสลาย, พังทลาย, สลายตัว",,hsk6
生活费,ค่าครองชีพ,,hsk6
生疏,"ไม่คุ้นเคย, แปลกหน้า",,hsk6
生锈,เป็นสนิม,,hsk6
用品,"ของใช้, เครื่องใช้",,hsk6
用处,"ประโยชน์, การใช้งาน",,hsk6
用得着,"จำเป็นต้องใช้, มีประโยชน์",,hsk6
用法,"วิธีการใช้, การใช้",,hsk6
甭,ไม่ต้อง (ใช้ในประโยคปฏิเสธ),,hsk6
田,"ทุ่งนา, นา",,hsk6
电力,พลังงานไฟฟ้า,,hsk6
电动,"ใช้ไฟฟ้า, แบบใช้ไฟฟ้า",,hsk6
电器,เครื่องใช้ไฟฟ้า,,hsk6
电车,"รถราง, รถไฟฟ้า",,hsk6
畅通,"คล่องตัว, สะดวก, ไม่ติดขัด",,hsk6
界,"ขอบเขต, เขตแดน, พรมแดน",,hsk6
畔,"ริม, ฝั่ง, ขอบ",,hsk6
留言,"ข้อความที่ฝากไว้, ความคิดเห็น",,hsk6
畜牧,"ปศุสัตว์, การเลี้ยงสัตว์",,hsk6
番,"ครั้ง, คราว, ประเภท",,hsk6
疙瘩,"ตุ่ม, ผื่น, ก้อน",,hsk6
疤,แผลเป็น,,hsk6
疼痛,"ความเจ็บปวด, อาการปวด",,hsk6
疾病,"โรค, ความเจ็บป่วย",,hsk6
病情,"อาการของโรค, สภาพโรค",,hsk6
病房,"ห้องผู้ป่วย, ห้องคนไข้",,hsk6
症状,อาการ (ของโรค),,hsk6
瘸,"พิการขา, เดินกะเผลก",,hsk6
白领,"คนทำงานออฟฟิศ, คนทำงานใช้สมอง",,hsk6
百分点,"เปอร์เซ็นต์, จุดเปอร์เซ็นต์",,hsk6
皮球,"ลูกบอลยาง, ลูกบอล",,hsk6
皮革,"เครื่องหนัง, หนัง",,hsk6
皱纹,"ริ้วรอย, รอยย่น",,hsk6
盆地,"แอ่ง, ลุ่มน้ำ, อ่าง",,hsk6
监测,"ตรวจตรา, เฝ้าระวัง",,hsk6
监督,"กำกับดูแล, ควบคุม",,hsk6
盖章,"ประทับตรา, ปั๊มตรา",,hsk6
盘旋,"วน, โคจร, บินวน",,hsk6
盛产,"ผลิตมาก, อุดมสมบูรณ์",,hsk6
盛情,"ความอบอุ่น, การต้อนรับอย่างอบอุ่น",,hsk6
盛行,"แพร่หลาย, เป็นที่นิยม",,hsk6
盲人,คนตาบอด,,hsk6
直升机,เฮลิคอปเตอร์,,hsk6
省会,เมืองหลวงของมณฑล,,hsk6
省钱,ประหยัดเงิน,,hsk6
看作,"ถือว่าเป็น, มองว่าเป็น",,hsk6
看好,"มองในแง่ดี, เชื่อมั่น",,hsk6
看得见,มองเห็นได้,,hsk6
看得起,"มองเห็นคุณค่า, ให้ความสำคัญ",,hsk6
看管,"เฝ้าดู, ดูแล, ควบคุม",,hsk6
眨,กะพริบตา,,hsk6
眼看,"ใกล้เข้ามา, จวนจะ, ในไม่ช้า",,hsk6
知名,"มีชื่อเสียง, เป็นที่รู้จัก",,hsk6
知足常乐,รู้จักพอใจในสิ่งที่มีก็เป็นสุข,,hsk6
短促,"สั้นๆ, ฉับพลัน",,hsk6
短片,"หนังสั้น, ภาพยนตร์สั้น",,hsk6
矿,"แร่, เหมือง",,hsk6
研发,วิจัยและพัฒนา,,hsk6
砖瓦,อิฐและกระเบื้อง,,hsk6
碧玉,หยก,,hsk6
磨,"บด, ถู, สี",,hsk6
礼堂,"หอประชุม, ห้องโถง",,hsk6
祖国,"บ้านเกิด, มาตุภูมิ",,hsk6
祖母,"คุณย่า, ย่า",,hsk6
祖父,"คุณปู่, ปู่",,hsk6
祝愿,"อวยพร, ปรารถนาดี",,hsk6
神色,"สีหน้า, ท่าทาง",,hsk6
种种,"หลากหลาย, นานาชนิด",,hsk6
科研,"การวิจัยและพัฒนา, การวิจัยทางวิทยาศาสตร์",,hsk6
秘书长,เลขาธิการ,,hsk6
称心如意,"สมปรารถนา, เป็นไปตามที่ใจต้องการ",,hsk6
税,ภาษี,,hsk6
稻谷,"ข้าวเปลือก, ข้าวเจ้า",,hsk6
稿件,"ต้นฉบับ, ต้นร่าง",,hsk6
空军,กองทัพอากาศ,,hsk6
空前绝后,"ไม่เคยมีมาก่อนและจะไม่มีอีกต่อไป, เป็นหนึ่งเดียวในโลก",,hsk6
空洞,"กลวง, ว่างเปล่า ; ไร้สาระ",,hsk6
窗口,หน้าต่าง,,hsk6
章,"บท, ตอน ; ตรา, แสตมป์",,hsk6
章程,"กฎ, ข้อบังคับ, ระเบียบ",,hsk6
端,"ปลาย, สุด ; ท่าทาง, ท่าที ; ความตั้งใจ",,hsk6
端午节,"เทศกาลตวนอู่, เทศกาลไหว้บ๊ะจ่าง",,hsk6
笑声,เสียงหัวเราะ,,hsk6
笑容,รอยยิ้ม,,hsk6
笑脸,ใบหน้ายิ้มแย้ม,,hsk6
笔试,การสอบข้อเขียน,,hsk6
